,text
203,진짜 왜 이러지 요즘 너무 힘든가봐요. 야자시간에 현타오고 미래에 대한 불확실함과 그냥 모든 우울감이 다터져서 혼자 울다가 언니한테 전화해서 또 울었어요. 단단함 사람이 되고자 했는데 저는 단단한 사람이 아니에요.
204,님들 일단 존나 중요한거 뒷계에 가끔 우울트 대량으로 올라와용 금방 삭제하긴 하지만? 친해도... 조금 가릴게요 ㅠㅠ!!
205,"@uulhadago
 님에게 보내는 답글"
206,"예의없는 학부모들 너무 싫다
나는 열시까지 쉬지도 못하고 먹지도 못하고 수업하고 끝나고도 일하고 상담하고 11시에 퇴근해서 한시간 거리 퇴근중인데 지금 상담하게 전화달래...
학원 선생님이 만만하지...무슨 24시간 콜센터냐..."
207,"앰네스티와 함께 미얀마 군부의 심각한
인권 침해를 알리는 일에 동참해주세요!

여러분의 관심은 인권 침해의 진실을 찾고
전 세계에 알리는데 큰 도움이 됩니다."
208,"時が過ぎても      二人の胸に
              途切れぬ     歌があるように
     何があっても   あなたと私が
変わらず
                       共にあるように..."
209,우울아 우린 죽을 때 까지 인연인가봐
210,우울의늪으로빨려들어간다
211,"심심해서 미역 개선안 보는데 스킬쪽 몇개는 예전에 내가 썻던거랑 비슷함,,,근데 접기전까지 안들어줫음,,,,,,우울"
212,"우정케이스
우상
우중캠핑
우리은행
우크라이나
우정템
우디
우정반지우울글귀
우유니
우유
우드소품
우드슬랩
우지호
우리집
우육면
우드
우럭
우빈
우니
우정촬영
우성
우메다
discontinue55834"
213,어쩌다가 이렇게 된걸까
214,".....넌 나지만.....나처럼 고통받는 건,
싫은데. 우울에 시달리는 건 나 하나로
충분해. 내 주변 사람들까지 고통받길
원하지 않아.   *sigh..*"
215,"구매 서치용
원가(or 이하)로 판매 구합니다.

눈과 비로 만든 세계 (눈비세계, 눈비세)
어느 실패한 유토피아
우울을 굳혀 만든 것 (우울굳)
점보타이만"
216,너무 개같아 또 우울 주기 옴 시발
217,"@ Paengro_Making<-웨엉이 계이 계정
/자동 트윗
/이제 우울트 보단 건강트,팔찌트,찐덕질 트 위주,교류 위주로 열심히 새로운 마음가짐으로 할 계정♡
/자동 트윗!"
218,"트정을 하고
긴히지 트친소를 돌려야겟어
우울계도 따로 파서 여기는 그냥 클린하게 만들자
욕설은 어쩔수없어..."
219,그런작은 일상의 루틴들이 많고 견고할수록 우울과무기력에 흔들리지 않게 되는것 같다 이런 루틴들을 잃지않도록 견고히 다지면서도 융통성을 가지고 일상을 살아가야겠다.
220,뒷계 올사람. 맞비계 아니라도 괜찮아요. ㄱ.ㄴ데 우울트 작렬이라 ㄱㅊ은 분들만 맘찍
221,"더 어리고 막무가내로 일 할 땐 이런 작업까지도 다 도피라고 생각했어요. 더 집요하게 고민하고 문제에 집착하면서요. 그러다 종종 좋은 결과가 (운 좋게) 떨어지면 내 방법이 맞았다고 끄덕였고요. 하지만 회피도, 방어도 없이 근성론에 매몰돼 마주친 바닥은 우울이었습니다."
222,"@sinnari0703
 님에게 보내는 답글"
223,늘 불평만 생긴다면 내가 내 스스로 바꿀 수 있는 걸 바꿔야한다. 당장에 그러기엔 심적인 여유가 없지만 좀 더 여유가 생기고 불안과 우울을 다스릴 수 있게 된다면 바꿀 수 있겠지. 그러길 바란다.
224,우울트 미안해..자야겠어........
225,"[연 3.2% 채무통합 2차 정부지원 안내]

연3.2% / 한도 1억 / 최장100개월

※우대사항

-4대보험 가입 근로자

-신용카드 보유 근로자

-카드론사용자,2금융권사용자,중고금리대출 사용자 우대"
226,"@bozitivity
 님에게 보내는 답글"
227,근데 심리학 용어 왤케 직관적으로 이해 안되는 번역이 많지 우울삽화할때 삽화가 일러스트레이션 얘긴줄
228,어제는 우울트 가득이엇는데 오늘은 좀 낫다 후..♡
229,Pendulum 의 The Island Pt.ll Dusk
230,"얼마전에 본 클로저라는 영화에서 배우가 이런 말을 했다.
""그 여자는 우울증 환자고, 우울증 환자는 자신이 우울해야 살아있음을 깨닫는다. 우울을 끌어안고 살아야한다.""
맞는 말이라고 생각했다... 여자 스스로 너무 우울해하면서도 그 우울을 못 놓더라..."
231,"@ulxxeme
 님에게 보내는 답글"
232,쫀밤이에요 여러분들! 목 놓아서 울고 나니까 기분이 조금 괜찮아져서 왔어요! 걱정 해주시고 위로 해주신 분들께 감사의 말씀드리고 싶고.. 또 탐라에 우울글 올려서 죄송합니다.. ㅠㅠ
233,항우울칵테일
234,"@bwinpie
 님에게 보내는 답글"
235,"@94N5Y
 님에게 보내는 답글"
236,너무 우울열매라 걱정
237,"우울트, 자살트 지뢰입니다"
238,내가 왜 가면을 써야 해? 그것도 나를 죽이는 사람들을 위해서 내가 그딴걸 써야 해?
239,괜찮았는데.. 분명 괜찮은줄 알았는데
240,"@Sini_0o
 님에게 보내는 답글"
241,우울 안 돼 ㅠㅠ 사채업자 12시에 만나용
242,"@J_hope_0225
 님에게 보내는 답글"
243,학교 재밌어서 좋은데 계속 밝은척하고 웃고만 있어야해서 스트레스ㅗ
244,"방금올린게우울트였나요
죄송해요갑자기뭔가기분이확..."
245,"괜찮아진게 아니라 괜찮은척 하고 있었던거였어
그래 나 같은 병신년은 행복하면 안돼지
벌 받으면서 지옥에서 살아야지
그러라고 내가 있는거니까"
246,"앰네스티와 함께 미얀마 군부의 심각한
인권 침해를 알리는 일에 동참해주세요!

여러분의 관심은 인권 침해의 진실을 찾고
전 세계에 알리는데 큰 도움이 됩니다."
247,"@aa_A2r
 님에게 보내는 답글"
248,"그대가 주는 영감에 파묻혀 그 어떤 것에도 시선을 돌리지 않고. 이 우울과 불안마저 글에 녹아들도록. 이 결핍이 당신을 향한 애절한 부름이 되도록. 그렇게 글 속에, 함께하는 그대에게."
249,"개인적으로 느끼는 건데, 글쓰기란 평소에 생각을 많이 하되 그 생각에 매몰되어서 감정을 휘둘리지는 않는 사람이 잘 쓸 수 있는 것 같아. 생각이 적으면 하고싶은 말이 없고, 그럴다고 생각이 휘돌다 못해 정서까지 좌우해버리면 우울,불안증세 때문에 언어를 직조해내지 못해."
250,"허
어제 정신 극한까지 털리고나니
약간 내려놓음
이젠 잔잔하게 우울모드가 됨
하하하하하...
덤덤하게 그런말 하지마 슬프잖아"
251,"#일상계_트친소 #겹친소 #트친소

21살 새내기 공대생,,헛소리 많이하고 교류 많이 해요 나랑 다들 친구하자 (*´꒳`*) 섹계, 심한 우울계 제외하고 맘찍 눌러주시면 찾아갈게요~~"
252,"@StoneRun_Muk
 님에게 보내는 답글"
253,"뒷계
현생이나 여러 이유로 빡치거나 자존감 바닥나면 우울트 쓰고
평소에는 걍 탐라 보고 지나감
갑자기 뽕찼을 때 수위 연성 핑퐁치기도 하고
이런 뒷계! 데려가주겠니"
254,이성이 돌아오면 혼자가 아닌걸 아는데 우울에 잠기면 살구야 가지마 나만 혼자두고 가지마하면서 울어...
255,"@Iguro_obanai915
 님에게 보내는 답글"
256,유복한 집안에서 자랐지만 엄격하게 자란 티가 많이 나는 아가씨<라는 설정이네요. 고전적인 것들이 잘 어울리는 사람. 원래 세계에 있었을 때부터 우울감이 좀 묻어났을 것 같긴 함.
257,"여러분 저엄마가 돈쓰지말래요 죽을래요
내가번돈으로 쓰는건데 억울해요 엄마는 날싫어해 상담시간에 울었는데 일부로 밝은척한건데 우울트죄송해요 근데 나 3학년때부터 편집해왓어 내취민데 왜못하게하냐고"
258,"스포계+혐생(&우울)계 만들었는데, 오실 분 계시면 승인요청 남겨주세요.
@__Evil__me__"
259,"@2f_ex
 님에게 보내는 답글"
260,우울의 끝을 달릴 수 있습니다 최애곡
261,"@roman4422
 님에게 보내는 답글"
262,샘덜 나 우울트윗 오늘만 몇개 써도 되요? 나 진짜 힘들어 오늘따라
263,"앰네스티와 함께 미얀마 군부의 심각한
인권 침해를 알리는 일에 동참해주세요!

여러분의 관심은 인권 침해의 진실을 찾고
전 세계에 알리는데 큰 도움이 됩니다."
264,셋스랑 ㅇ다르게 혼자라면 그 할 ㅋ대는 기분 좋아도 하고나면 너무 화가남 찝찝하고 우울
265,중간고사가 끝났을 법한 전 애인에게 연락을 하려다가 어떤 반응이 올지 예상이 되서 관두기로 한다. 내가 학교를 자퇴했다고 하면 그는 어떻게 생각할지 궁금하지만 그에게 나보다는 자신을 더 챙기는 말들을 나열할 것이다. 아마도 예상보다 시험을 못봤다 하면서 우울에 쩔어있겠지.
266,"@PTSD_patient_
 님에게 보내는 답글"
267,"1시간 정도만 우울에 잠겨있다 올께~
없어지면 그냥 찾지마~ 죽은 거 니까~"
268,"@PTSD_patient_
 님에게 보내는 답글"
269,갑자기 우울병 걸리는게 뭐지..진짜 힘들어 빨리 나가라 시*
270,시시한 우울이 나를 덮치네
271,펑펑 울면서도 약은 절대 거르지 않아서 그런가- 폭음폭식 문제가 생기긴 했지만 (음주문제는 해결됨) 우울 등등은 다 빼냈고 후에 권태가 마구 들어찼지만 그것도 이제는 거의 다 빠져서 앞으로 뭐하고 살려나 집 언제살수있을까 같은 생각을 더 하는 걸 보면 역시 많이 좋아진거겠지 생각하고
272,아~ 죽으면 얼마나 평온할까~
273,아니 존나 오늘 주변 아파트 옥상에 올라갈 수 있나 탐색했는데 시벌 아파트 건물에 들어가려면 호출하거나 비번 쳐야 함 ㅅㅂㅅㅂ
274,아 또 올해 초를 대차게 재껴버린 나를 탓하고 싶어지네...^^ 안그래도 시간이 너무 없는데 왜구랫어...^^^^ㅠㅠㅠㅠㅠ휴 하지만 탓해서 무엇하리...난 그때 아팠는걸..우울+회피+무기력+공황을 1년 가까이 겪엇고 그걸 제대로 회복하지 못한 상태엿음ㅜ그래 아픈 애를 혼내서 모해! 용서하자 사랑해 !
275,성인 되자마자 무슨 문제가 생겨서 학원에 가면 숨도 못 쉬고 울면서 도망가고 옥상에서 떨어질까 생각도 해보고.. 그런 문제를 묵히다 대학에 가서 상담센터에 가봤지만 별 도움도 안되고.. 또 묵히다 버섯자랄때쯤 병원가보니 우울 강박 공황 진단받고 '청춘'을 한 사년쯤 버렸네
276,"앰네스티와 함께 미얀마 군부의 심각한
인권 침해를 알리는 일에 동참해주세요!

여러분의 관심은 인권 침해의 진실을 찾고
전 세계에 알리는데 큰 도움이 됩니다."
277,so 우울
278,학교 운동장 산책할 때마다 가볍게 달리면서 조깅하는 분들 보면 신기함.. 어떻게 뛰지? 사람 몸은 24시간 천근만근 아님?
279,누군가 내 옆에 있어도 힘이 나지 않고 나 홀로 있는 듯한 외로운 느낌도 든다. 내 마음을 표현하고 싶지만 입이 떨어지지 않는다. 그럴수록 내 마음은 더 우울해져가는 것 같다. 내가 좋아하는 활동을 해도 즐거워지지 않는다.
280,나를 찌르는 우울은 결국 날 터트리곤 만족하지.
281,우리집안은 우울증이 내력인 집안이다. 우울을 병으로 받아들이지 못했을때. 가족을 잃기 전까지도 가보았다. 물론 나도 우울증이 항상 있었다. 약의 도움을 받고 삶은 편안해졌다. 감정 기복이 아주 많이 사라짐.하지만 약 없이 살던 날들이 그립기도 하다.
282,그렇게 우울-분노-체념-수용의 시기를 보내고 몇 년이 흘렀음. 그리고 성도 맠이 왜 떠났는지 어렴풋이 이해하기 시작함. 성이 대학을 가고 졸업하면서 여러 사람과 만나고 연애를 하면서 사랑에 대해서 많이 배웠고 그 과정에서 과거의 맠을 떠올리고 그때서야 알았음. 그 형이 자기를 사랑했음을.
283,성은 맠이 떠난 후에 항상 챙겨주던 사람이 없으니까 정신이 반쯤 나감. 기억하던 순간부터 항상 같이 있던 사람이 사라지니까 팔 한쪽이 사라진 것 처럼 휑하고 우울함. 그리고 어느정도 우울의 시간을 보내자 이번에는 분노가 찾아왔음. 그 다음엔 체념과 수용이 뒤따랐음.
284,우울진마쉐
285,복대 치니까 부정 분노 우울 타협 수용 ㅇㅈㄹ나서 웃김
286,"@MixedVomit
 님에게 보내는 답글"
287,"이러다가침대누우면**목소리들리고걍
우울100퍼찍음"
288,잘 지내는것 처럼 보이다가도 직장에서 해고 쌓인 빚 몰린 집안일 밀려드는 외주 엄청난 무기력과 우울감. 압박감. 뭐부터 해야할지 막막함과 불안감
289,"@PTSD_patient_
 님에게 보내는 답글"
290,"@ZpBgblESz6vQhg9
 님에게 보내는 답글"
291,으어... 코피 쏟았다...
292,"-프리나리 커미션 신청서 드리기(14/16/18)
-사룡장락 천천히 진행 예정/지슈님께 부퇴연/지오님이랑 엔세님 선마요화첩/케델,그거님 헤르츠님 시날 가기
-해부도 사룡장락 눈비세 우울굳(서라님은 pdf 올리는 중)
-폴라리스,장맞춤,스프롤,아론사제 룰북 구하기"
293,극한의 우울이 있으리라 생각했는데 그 극한은 다시 극을 향해 달려가고
294,틈틈히 우울(-_ど)
295,"앰네스티와 함께 미얀마 군부의 심각한
인권 침해를 알리는 일에 동참해주세요!

여러분의 관심은 인권 침해의 진실을 찾고
전 세계에 알리는데 큰 도움이 됩니다."
296,"@PTSD_patient_
 님에게 보내는 답글"
297,"@fngrdll
 님과 
@blue_gill_
 님에게 보내는 답글"
298,"@ev_gno
 님에게 보내는 답글"
299,"@jon_na_si_bal
 님에게 보내는 답글"
300,"그리고 ty이 평소와 달리 묘하게 가라앉아있단 것을, 약간의 우울을 느끼고 있단 것을 황제가 모를리 없음. 원래도 약간 우울해했었고... 
관계를 끝내고 자기 품에 안긴 ty을 바라보다가 그 턱선을 손끝으로 훑으며 다정히 물었음.
""비께서는 지금 무슨 생각을 하십니까...?"""
301,"첫시작으로 자기소개를 할까 합니다.             첫번째. 우울계겸~등등 다이어리식.              두번째. 08 여자 우울증 주의력결핍.           세번째 자해얘기
자해는 지금 안하고 있다라기 보다는 못하고 있다는게 적절한 표현인듯합니다. 자기소개 끝 #우울 #우울계"
302,"@jon_na_si_bal
 님에게 보내는 답글"
303,"급구
여친구함
하루만 사귀고 차주셔도ok
계약연애도 환영!
남자한테 차이고 우울+외로움+정병와서 레즈비언(이라하고 바이라 읽음)이 된 저에게 도움을 주세요
후원문의 디엠
 
제발...사람한명살린다치고.."
304,"@PvonRLdYZhND1sq
 먼저 찾아와주셔서 감사합니다."
305,"한 번 사는 인생인데. 죽으면 이제 끝인데. 애니도 다 못봤고 웹툰도 완결된 작품 별로 없는데.
나이를 먹을 수록 몸에 상처는 커가고 우울도 더 심해지네"
